flowStart,flowDuration,flowInterval,count,same_srv_rate
1583856176.4262478,0.0,0.0032947063446044,582,100.0
1583856225.498348,0.0,0.0038399696350097,572,100.0
1583855703.0079565,0.0081603527069091,0.187929630279541,21,100.0
1583860669.215758,0.0079035758972167,0.699451208114624,27,100.0
1583858862.9004023,0.0079913139343261,0.1335675716400146,13,100.0
1583857069.425333,0.0084011554718017,0.2641897201538086,22,100.0
1583856183.2411058,0.0,0.0030601024627685,579,100.0
1583858711.662718,0.007789134979248,0.0448482036590576,19,100.0
1583856043.8521025,0.0,0.0036473274230957,574,100.0
1583855140.948039,0.0079641342163085,0.0428578853607177,13,100.0
1583856849.4566302,0.0085790157318115,0.4113013744354248,17,100.0
1583860759.5691593,0.0105574131011962,1.2731218338012695,21,100.0
1583862064.1090684,0.0085744857788085,0.3497781753540039,17,100.0
1583856127.1301353,0.0081503391265869,0.1262803077697754,25,100.0
1583856231.125837,0.0,0.0037994384765625,559,100.0
1583856038.463899,0.0,0.0032720565795898,576,100.0
1583856158.3789957,0.0,0.0036356449127197,584,100.0
1583856667.894524,0.0077641010284423,0.0403816699981689,13,100.0
1583861527.9375558,0.0082247257232666,0.0900537967681884,13,100.0
1583862200.2991898,0.0081174373626708,0.1304378509521484,13,100.0
1583861636.5533247,0.0079734325408935,0.5695583820343018,13,100.0
1583856389.4310594,0.0081377029418945,0.0913481712341308,21,100.0
1583856018.6017191,0.0,0.0035150051116943,572,100.0
1583856112.7036507,0.0,0.0035443305969238,550,100.0
1583856145.5163856,0.0,0.0032212734222412,579,100.0
1583859329.756028,0.0134105682373046,0.6936032772064209,13,100.0
1583856961.5357482,0.0078697204589843,0.2975757122039795,25,100.0
1583860736.9650047,0.0,0.778799295425415,15,100.0
1583856069.2583835,0.0,0.0035290718078613,578,100.0
1583856002.1844857,0.0,0.0038352012634277,334,100.0
1583856148.4916215,0.0,0.0034222602844238,575,100.0
1583860921.4389548,0.0,0.1365020275115966,14,100.0
1583856110.8001437,0.0082631111145019,0.2542545795440674,22,100.0
1583856117.6325402,0.0,0.0032002925872802,573,100.0
1583856085.726195,0.0,0.003068208694458,583,100.0
1583856006.8476286,0.0,0.0034132003784179,595,100.0
1583860536.3086495,0.0128545761108398,0.0066454410552978,14,100.0
1583856141.5261805,0.0,0.0037817955017089,566,100.0
1583856120.43486,0.0,0.0034494400024414,585,100.0
1583856224.8388498,0.0,0.0032086372375488,569,100.0
1583856063.1468334,0.0,0.0035438537597656,575,100.0
1583856075.5213757,0.0,0.0031840801239013,576,100.0
1583855229.7084792,0.007875919342041,0.0514249801635742,18,100.0
1583855547.0670595,0.0137512683868408,0.026106834411621,25,100.0
1583857155.1531734,0.0079867839813232,0.4362270832061767,25,100.0
1583860695.0830994,0.0,0.1211044788360595,12,100.0
1583856225.6007798,0.0,0.0033690929412841,570,100.0
1583856028.6731057,0.0,0.0029377937316894,577,100.0
1583856055.8942966,0.0,0.0062053203582763,575,100.0
1583856005.4073906,0.0,0.0031609535217285,600,100.0
1583859679.3233616,0.0085973739624023,0.6839768886566162,9,100.0
1583858568.9368095,0.0077075958251953,0.0171375274658203,17,100.0
1583858885.6599493,0.0077762603759765,0.0125548839569091,17,100.0
1583856189.024526,0.0,0.0036759376525878,581,100.0
1583860412.697669,0.0079371929168701,0.6162364482879639,13,100.0
1583860626.122825,0.0,0.0379185676574707,10,100.0
1583856151.1380148,0.0,0.0032083988189697,569,100.0
1583856155.3298442,0.0081772804260253,0.226616621017456,25,100.0
1583859144.8934214,0.0081064701080322,0.5438423156738281,17,100.0
1583855064.4239242,0.0079572200775146,0.2310092449188232,9,100.0
1583859261.8115056,0.0082721710205078,1.4959769248962402,17,100.0
1583855601.2163315,0.0080540180206298,1.1874094009399414,25,100.0
1583856044.3718758,0.0,0.0033497810363769,575,100.0
1583856110.2377884,0.0,0.0033717155456542,556,100.0
1583856092.7719977,0.0,0.0030548572540283,567,100.0
1583856035.6329718,0.0,0.0056636333465576,583,100.0
1583856072.460757,0.0,0.0033459663391113,581,100.0
1583856138.2562654,0.0,0.0032322406768798,566,100.0
1583858595.620535,0.0081238746643066,0.0059678554534912,12,100.0
1583856156.2313943,0.0,0.0034859180450439,551,100.0
1583856046.6729624,0.0,0.0030536651611328,582,100.0
1583856135.243652,0.0,0.0032041072845458,567,100.0
1583856839.1066277,0.0080821514129638,0.2362215518951416,18,100.0
1583856165.7243297,0.0,0.0033867359161376,580,100.0
1583856031.2947323,0.0,0.0030713081359863,584,100.0
1583856151.789051,0.0,0.0035138130187988,565,100.0
1583856039.678142,0.0,0.0033411979675292,581,100.0
1583856224.4410796,0.0,0.0032770633697509,563,100.0
1583860265.2866268,0.0084340572357177,0.8474528789520264,17,100.0
1583856153.271845,0.0,0.003519058227539,568,100.0
1583856213.2045813,0.0,0.0034456253051757,583,100.0
1583856004.6050105,0.0,0.0035078525543212,609,100.0
1583860534.3280804,0.0,0.1051962375640869,19,100.0
1583856313.3432038,0.0082035064697265,0.0056724548339843,24,100.0
1583856028.2343075,0.0,0.0032787322998046,583,100.0
1583857659.0054407,0.0080316066741943,0.7031154632568359,13,100.0
1583857384.5495217,0.0130312442779541,0.8352375030517578,9,100.0
1583856737.5498743,0.007908821105957,0.4917848110198974,25,100.0
1583856391.2491126,0.0084335803985595,0.2957949638366699,25,100.0
1583858794.449108,0.0077512264251708,0.1131961345672607,13,100.0
1583857926.0539143,0.0078353881835937,1.3031468391418457,13,100.0
1583856127.6972446,0.0,0.0035560131072998,558,100.0
1583855190.1993177,0.0077652931213378,0.0072107315063476,20,100.0
1583856048.7688944,0.0,0.0023574829101562,579,100.0
1583856003.574248,0.0,0.002997875213623,607,100.0
1583860529.2432368,0.0,0.4225459098815918,19,100.0
1583856098.4911623,0.0,0.0033679008483886,573,100.0
1583860835.2070334,0.0,0.3449103832244873,10,100.0
1583857006.3980672,0.0081384181976318,0.327925443649292,25,100.0
1583859784.544052,0.0236146450042724,0.4821667671203613,17,100.0
1583858113.9095774,0.0078635215759277,0.6480369567871094,13,100.0
1583856094.6513033,0.0,0.0036346912384033,588,100.0
1583855275.725745,0.0072102546691894,1.4740197658538818,21,100.0
1583856134.9717758,0.0,0.0031671524047851,568,100.0
1583856150.071748,0.0,0.0037519931793212,578,100.0
1583859310.890566,0.0083367824554443,0.5024123191833496,17,100.0
1583856193.947724,0.0,0.0037167072296142,576,100.0
1583859936.1085806,0.0081055164337158,0.2676033973693847,17,100.0
1583860553.0442448,0.0,0.0660622119903564,11,100.0
1583857575.9031258,0.0082173347473144,0.3248167037963867,17,100.0
1583856184.121569,0.0,0.003345251083374,569,100.0
1583856181.9646664,0.0,0.0034546852111816,576,100.0
1583858781.5162275,0.0082201957702636,0.6886069774627686,9,100.0
1583860925.585629,0.0,0.0561714172363281,17,100.0
1583856088.1519852,0.0,0.0033881664276123,577,100.0
1583856054.8518052,0.0,0.0030686855316162,547,100.0
1583856174.129667,0.0,0.0031378269195556,573,100.0
1583856199.0246823,0.0,0.0035669803619384,565,100.0
1583860195.4348943,0.0087838172912597,0.5647389888763428,17,100.0
1583857870.790177,0.0084691047668457,1.0963690280914309,9,100.0
1583856056.5859902,0.0,0.0038120746612548,584,100.0
1583860290.0120351,0.0081677436828613,1.4717466831207275,17,100.0
1583855632.101632,0.0132498741149902,0.0061001777648925,24,100.0
1583856608.348103,0.0082592964172363,0.2810754776000976,17,100.0
1583856201.6437786,0.0080451965332031,0.6605010032653809,25,100.0
1583862041.4855554,0.0078306198120117,0.7049839496612549,14,100.0
1583860912.533198,0.0,0.2883236408233642,17,100.0
1583860635.0386767,0.0,1.3369274139404297,4,100.0
1583856105.747965,0.0,0.001112937927246,575,100.0
1583855895.1705666,0.0082752704620361,0.1751422882080078,17,100.0
1583857399.4789011,0.0078964233398437,0.0391700267791748,17,100.0
1583856020.8109767,0.0,0.0033950805664062,589,100.0
1583858464.1582563,0.0083105564117431,1.5610735416412354,17,100.0
1583858104.3374891,0.0077731609344482,0.005944013595581,12,100.0
1583856196.9652865,0.0,0.004932165145874,555,100.0
1583857128.234937,0.0080635547637939,0.0448019504547119,25,100.0
1583855857.6590672,0.0078740119934082,0.0068359375,12,100.0
1583857160.5671997,0.0080728530883789,0.325115442276001,25,100.0
1583856196.8884711,0.0,0.0041592121124267,554,100.0
1583856102.6185727,0.0,0.0034656524658203,571,100.0
1583856003.622349,0.00783371925354,0.2824163436889648,13,100.0
1583856213.309585,0.0,0.0033001899719238,583,100.0
1583856137.5001862,0.0,0.0047779083251953,577,100.0
1583860759.7877257,0.0,0.0876557826995849,13,100.0
1583858124.1543782,0.0079309940338134,1.630762815475464,17,100.0
1583859799.4752138,0.0082552433013916,1.4101250171661377,10,100.0
1583856009.9711845,0.0,0.0029957294464111,583,100.0
1583859948.5082903,0.0074691772460937,0.5231668949127197,17,100.0
1583856156.5263937,0.0,0.0037539005279541,556,100.0
1583855354.8497684,0.0081429481506347,0.1657552719116211,21,100.0
1583857068.060039,0.0078945159912109,0.2258288860321045,21,100.0
1583856337.8992171,0.0081017017364501,0.1732447147369384,25,100.0
1583856119.9646933,0.0,0.0038962364196777,582,100.0
1583856254.1513462,0.0081324577331542,0.3133704662322998,18,100.0
1583856626.721391,0.0133595466613769,0.0058259963989257,12,100.0
1583857089.7408798,0.0080690383911132,0.3519556522369385,22,100.0
1583856177.3778737,0.0,0.0037271976470947,554,100.0
1583856710.2514465,0.0079376697540283,0.7106351852416992,25,100.0
1583861575.124227,0.0079147815704345,0.9666693210601808,17,100.0
1583860510.16139,0.0,0.7575764656066895,12,100.0
1583856176.5233514,0.0,0.003230333328247,583,100.0
1583856038.727723,0.0,0.0032875537872314,577,100.0
1583856180.827954,0.0,0.0050885677337646,567,100.0
1583855549.0627785,0.0081179141998291,0.5566573143005371,24,100.0
1583857673.112048,0.0082850456237792,0.0056734085083007,16,100.0
1583855270.0403104,0.0081284046173095,0.4249160289764404,25,100.0
1583857922.056934,0.0079603195190429,0.0204918384552001,17,100.0
1583856110.1180909,0.0,0.0037333965301513,552,100.0
1583856136.580974,0.0,0.0034079551696777,573,100.0
1583860933.7098844,0.0,0.3840193748474121,4,100.0
1583856024.3506758,0.0,0.0031492710113525,539,100.0
1583860809.9626682,0.0,0.2449324131011963,13,100.0
1583856228.414427,0.0,0.0034449100494384,581,100.0
1583856628.3617957,0.0132277011871337,0.1268513202667236,19,100.0
1583856156.6641183,0.0,0.0031073093414306,562,100.0
1583855686.7518773,0.0080132484436035,0.4939820766448974,25,100.0
1583860407.49334,0.0082027912139892,0.0050535202026367,12,100.0
1583861815.0076523,0.0079782009124755,1.2225549221038818,13,100.0
1583856692.982499,0.0096242427825927,0.4847474098205566,18,100.0
1583856198.9974833,0.0,0.003488540649414,563,100.0
1583856151.7820835,0.0,0.0037331581115722,565,100.0
1583856200.1874623,0.0,0.0042741298675537,575,100.0
1583861034.2118704,0.0,0.2403981685638427,7,100.0
1583856163.7541184,0.0,0.0034451484680175,571,100.0
1583856134.7419128,0.0,0.0030786991119384,584,100.0
1583856069.5924788,0.0,0.0036559104919433,583,100.0
1583856146.662547,0.0,0.0036258697509765,576,100.0
1583856203.0119736,0.0,0.0037622451782226,583,100.0
1583860879.0964007,0.0080482959747314,0.2919182777404785,19,100.0
1583855436.1908734,0.0082442760467529,0.1398069858551025,19,100.0
1583854998.7712753,0.0086538791656494,0.0232541561126709,21,100.0
1583856133.3926892,0.0,0.0034956932067871,585,100.0
1583857247.6653578,0.008655309677124,0.8317975997924805,9,100.0
1583859056.1362262,0.0077941417694091,0.1269819736480713,13,100.0
1583855012.946298,0.0080659389495849,0.0406255722045898,18,100.0
1583855463.970734,0.0123288631439208,0.0058979988098144,17,100.0
1583861432.0669985,0.0079817771911621,0.5381159782409668,17,100.0
1583856844.9327457,0.0080840587615966,0.1077852249145507,18,100.0
1583862064.6673646,0.0080626010894775,0.5582962036132812,17,100.0
1583856173.325579,0.0,0.0034105777740478,579,100.0
1583856080.1852236,0.0,0.0033044815063476,564,100.0
1583856221.385304,0.0,0.0051655769348144,572,100.0
1583856138.2596583,0.0,0.0033929347991943,566,100.0
1583856752.8879826,0.0078356266021728,0.0384142398834228,21,100.0
1583861062.8936136,0.0,0.0556838512420654,8,100.0
1583860504.105652,0.0079729557037353,0.0032188892364501,12,100.0
1583860207.4332097,0.0079023838043212,0.6715602874755859,13,100.0
1583856163.459417,0.0,0.0036287307739257,575,100.0
1583861026.2121255,0.0,0.2929098606109619,14,100.0
1583860666.4170773,0.0079419612884521,0.0791857242584228,21,100.0
1583859274.172697,0.0081796646118164,0.2172698974609375,17,100.0
1583856124.5104008,0.0,0.0033330917358398,578,100.0
1583861046.9328666,0.0,0.0056028366088867,13,100.0
1583855613.8932788,0.0082755088806152,0.0049519538879394,24,100.0
1583856144.6615896,0.0,0.0030384063720703,562,100.0
1583859729.886113,0.0077371597290039,0.4698469638824463,17,100.0
1583856083.6998634,0.0,0.0032868385314941,577,100.0
1583855704.949671,0.0079779624938964,0.4869735240936279,25,100.0
1583856074.677711,0.0,0.0059456825256347,573,100.0
1583861414.0883589,0.0082442760467529,1.685612678527832,10,100.0
1583858837.8817332,0.0082354545593261,0.6478195190429688,9,100.0
1583857130.8673534,0.0080475807189941,0.6097698211669922,25,100.0
1583856175.947682,0.0,0.0039777755737304,575,100.0
1583856087.2718182,0.0,0.0032377243041992,572,100.0
1583860871.1899817,0.0,0.5722541809082031,7,100.0
1583856088.8119109,0.0,0.0035748481750488,576,100.0
1583856150.5950315,0.0,0.0032286643981933,570,100.0
1583857789.1760154,0.0079801082611083,1.3055951595306396,13,100.0
1583855382.8308015,0.00807785987854,0.4133327007293701,25,100.0
1583860836.2756796,0.0,0.2782423496246338,14,100.0
1583856025.3271153,0.0077660083770751,0.0060417652130126,20,100.0
1583860738.9547932,0.0,0.4265525341033935,13,100.0
1583856192.0463955,0.0,0.0037178993225097,575,100.0
1583856873.4463284,0.0080940723419189,0.5965478420257568,25,100.0
1583856122.9422262,0.0081183910369873,0.2591917514801025,22,100.0
1583855013.397409,0.0080623626708984,0.0049469470977783,24,100.0
1583860560.7726314,0.0,0.0740172863006591,16,100.0
1583860616.8310184,0.0,0.0035982131958007,9,100.0
1583856060.72329,0.0,0.0039441585540771,577,100.0
1583857045.735932,0.007486343383789,0.1690187454223632,21,100.0
1583860768.596414,0.0,0.1928460597991943,8,100.0
1583856142.7073634,0.0,0.0032627582550048,576,100.0
1583861828.948228,0.0082168579101562,0.6927468776702881,17,100.0
1583856164.7800994,0.0,0.0033340454101562,569,100.0
1583856145.0792005,0.0,0.0038790702819824,567,100.0
1583854929.8809948,0.0082035064697265,1.0135447978973389,25,100.0
1583856145.1301498,0.0,0.0032625198364257,573,100.0
1583856144.6796396,0.0,0.0036737918853759,562,100.0
1583856053.5408828,0.0,0.0030205249786376,552,100.0
1583856171.7524936,0.0081744194030761,0.0117368698120117,12,100.0
1583860437.7271075,0.008538007736206,1.3810124397277832,17,100.0
1583861475.898248,0.0083653926849365,0.9114727973937988,17,100.0
1583861466.7463202,0.0079729557037353,0.828571081161499,17,100.0
1583861096.5003395,0.0083134174346923,0.1138641834259033,13,100.0
1583855572.834856,0.0088698863983154,0.0066235065460205,20,100.0
1583856060.4236088,0.0,0.0033590793609619,575,100.0
1583856170.794017,0.0,0.0035798549652099,572,100.0
1583856114.449443,0.0,0.0033032894134521,561,100.0
1583858309.7182531,0.0083057880401611,1.2630233764648438,10,100.0
1583856647.8940575,0.0078308582305908,0.3008365631103515,25,100.0
1583856169.6306577,0.0081174373626708,0.1400067806243896,25,100.0
1583856161.034105,0.0,0.0035881996154785,571,100.0
1583856179.2267203,0.0140168666839599,0.0060138702392578,20,100.0
1583856868.2796302,0.0080549716949462,1.5439870357513428,9,100.0
1583858959.641994,0.0080125331878662,1.0275723934173584,17,100.0
1583856006.4613235,0.0,0.0038216114044189,600,100.0
1583858047.9781165,0.0082225799560546,0.0069372653961181,12,100.0
1583859304.303128,0.0080175399780273,1.4967174530029297,17,100.0
1583861615.4379797,0.0079753398895263,1.7380802631378174,10,100.0
1583856224.6642003,0.0,0.0034253597259521,566,100.0
1583859123.6415677,0.0080962181091308,1.0190963745117188,17,100.0
